3 initializing
3 waiting
1 initializing
1 waiting
2 initializing
2 waiting
0 initializing
1 waiting
2 receiving 48678, elementsSorted = 370
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 371
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 372
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 373
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 374
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 375
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 376
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 377
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 378
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 379
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 380
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 381
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 382
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 383
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 384
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 385
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 386
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 387
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 388
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 389
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 390
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 391
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 392
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 393
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 394
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 395
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 396
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 397
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 398
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 399
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 400
2 waiting
1 receiving 48678, elementsSorted = 500
1 waiting
0 sending current last value to next
2 receiving 48678, elementsSorted = 401
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 402
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 403
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 404
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 405
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 406
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 407
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 408
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 409
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 410
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 411
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 412
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 413
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 414
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 415
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 416
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 417
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 418
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 419
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 420
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 421
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 422
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 423
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 424
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 425
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 426
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 427
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 428
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 429
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 430
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 431
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 432
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 433
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 434
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 435
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 436
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 437
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 438
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 439
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 440
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 441
2 waiting
1 receiving 48678, elementsSorted = 500
1 waiting
0 sending current last value to next
2 receiving 48678, elementsSorted = 442
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 443
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 444
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 445
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 446
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 447
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 448
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 449
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 450
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 451
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 452
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 453
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 454
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 455
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 456
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 457
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 458
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 459
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 460
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 461
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 462
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 463
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 464
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 465
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 466
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 467
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 468
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 469
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 470
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 471
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 472
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 473
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 474
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 475
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 476
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 477
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 478
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 479
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 480
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 481
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 482
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 483
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 484
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 485
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 486
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 487
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 488
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 489
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 490
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 491
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 492
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 493
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 494
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 495
2 waiting
1 receiving 48678, elementsSorted = 500
1 waiting
0 sending current last value to next
2 receiving 48678, elementsSorted = 496
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 497
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 498
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 499
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
3 waiting
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
3 waiting
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
3 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
3 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
1 receiving 48678, elementsSorted = 500
1 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
3 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
1 receiving 48678, elementsSorted = 500
1 waiting
0 sending current last value to next
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
3 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
3 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
1 receiving 48678, elementsSorted = 500
1 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
3 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
3 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
3 waiting
2 receiving 48678, elementsSorted = 500
2 waiting
0 sending current last value to next
1 receiving 48678, elementsSorted = 500
1 waiting
